Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-12-04,240.0,31449.61,0.0,207.59,0.0,-1.46,-11.5,257.9
2000-12-05,220.0,31440.4,0.0,228.5,0.0,0.95,-13.28,220.82
2000-12-06,200.0,31261.45,0.0,225.71,0.0,1.84,-12.88,229.57
2000-12-07,180.0,31137.12,0.0,144.4,0.0,-7.66,-13.48,214.89
2000-12-08,160.0,31104.01,0.0,224.61,0.0,-5.43,-19.92,125.1
2000-12-09,142.0,31104.01,0.0,185.7,0.0,-12.97,-21.72,118.13
2000-12-10,128.0,31104.01,0.0,167.92,0.0,-11.58,-19.45,121.07
2000-12-11,126.0,31103.37,0.0,220.81,0.0,-4.1,-18.99,141.25
2000-12-12,129.0,31094.8,7.79,96.6,0.0,0.84,-4.98,439.07
2000-12-13,230.0,31053.55,8.4,169.07,0.0,5.05,-17.51,159.79
2000-12-14,278.0,30986.76,6.02,129.15,0.0,-8.4,-16.91,167.53
2000-12-15,259.0,30915.86,9.79,117.29,0.0,-4.42,-11.94,240.0
2000-12-16,250.0,30853.71,0.0,208.6,0.0,-5.01,-18.05,149.4
2000-12-17,469.0,30791.53,16.68,159.43,0.0,1.6,-12.7,234.42
2000-12-18,8750.0,30791.53,45.16,164.36,0.0,11.87,-5.77,405.3
2000-12-19,3440.0,30791.53,0.01,191.59,0.0,-1.4,-12.3,241.19
2000-12-20,1940.0,30791.53,12.49,118.43,0.0,-4.01,-12.02,246.57
2000-12-21,1280.0,30791.53,5.38,126.39,0.0,-5.24,-13.82,209.53
2000-12-22,1010.0,30791.53,0.0,198.72,0.0,-6.05,-17.37,159.89
2000-12-23,862.0,30853.71,0.0,204.85,0.0,-5.14,-17.92,153.83
2000-12-24,783.0,30853.71,0.0,195.42,0.0,-8.21,-19.23,133.61
2000-12-25,735.0,30915.86,0.0,185.72,0.0,-8.67,-18.74,139.87
2000-12-26,696.0,30986.76,0.0,169.54,0.0,-11.93,-20.64,119.96
2000-12-27,653.0,31053.55,0.0,163.35,0.0,-11.31,-19.48,134.4
2000-12-28,622.0,31094.8,0.0,126.74,0.0,-9.02,-15.07,193.33
2000-12-29,589.0,31104.01,0.81,127.67,0.0,-8.63,-14.8,197.05
2000-12-30,593.0,31104.01,0.0,113.76,0.0,-4.05,-9.54,281.36
2000-12-31,608.0,31104.01,0.4,120.72,0.0,-6.34,-12.17,239.2
2001-01-01,577.0,31104.01,5.39,85.15,0.0,-1.95,-8.47,320.75
2001-01-02,541.0,31109.09,0.0,135.67,0.0,-6.28,-15.1,192.17
2001-01-03,502.0,31199.31,0.0,122.5,0.0,-8.42,-16.3,161.64
2001-01-04,461.0,31332.34,0.0,158.75,0.0,-6.52,-16.99,158.72
2001-01-05,432.0,31448.96,0.0,205.37,0.0,-5.46,-21.0,120.0
2001-01-06,414.0,31449.61,6.31,147.47,0.0,-7.07,-21.18,116.66
2001-01-07,388.0,31449.61,2.16,88.44,0.0,-3.87,-9.6,286.13
2001-01-08,349.0,31544.91,0.0,204.34,0.0,-3.01,-17.69,157.39
2001-01-09,334.0,31744.75,0.0,186.82,0.0,-2.85,-15.33,187.11
2001-01-10,307.0,31795.19,0.0,183.88,0.0,-5.53,-17.45,158.33
2001-01-11,278.0,31795.19,0.0,177.63,0.0,-9.24,-20.8,120.0
2001-01-12,275.0,31828.31,0.0,203.18,0.0,-3.4,-17.07,160.0
2001-01-13,270.0,32090.35,0.0,202.8,0.0,-7.96,-21.67,120.0
2001-01-14,264.0,32140.81,0.0,237.19,0.0,-2.38,-21.23,117.71
2001-01-15,261.0,32140.81,0.0,221.93,0.0,-1.1,-16.57,164.69
2001-01-16,279.0,32298.24,4.68,98.51,0.0,-7.98,-15.25,191.26
2001-01-17,279.0,32486.39,0.79,149.78,0.0,-1.0,-9.47,288.49
2001-01-18,264.0,32486.39,0.0,248.12,0.0,-6.29,-24.92,80.0
2001-01-19,256.0,32643.84,0.0,247.2,0.0,-7.35,-25.12,83.45
2001-01-20,250.0,32832.0,1.7,186.2,0.0,-2.78,-13.96,200.76
2001-01-21,245.0,32832.0,0.0,210.51,0.0,-6.45,-19.07,138.77
2001-01-22,240.0,32989.45,0.0,182.78,0.0,-8.57,-18.78,138.34
2001-01-23,230.0,33177.61,0.0,246.59,0.0,-5.65,-21.96,118.77
2001-01-24,225.0,33177.61,0.0,273.45,0.0,-1.05,-22.21,105.34
2001-01-25,213.0,33472.77,0.0,220.82,0.0,0.14,-12.5,239.81
2001-01-26,208.0,33523.23,0.0,257.74,0.0,-1.65,-18.23,160.0
2001-01-27,206.0,33556.32,0.0,258.35,0.0,-2.74,-18.79,142.97
2001-01-28,202.0,33868.81,0.0,214.53,0.0,-1.93,-13.38,221.8
2001-01-29,200.0,33868.81,0.0,256.9,0.0,-5.53,-20.97,120.0
2001-01-30,195.0,34163.93,0.0,276.87,0.0,-3.72,-21.27,113.01
2001-01-31,211.0,34214.4,12.91,176.78,0.0,-3.29,-16.14,174.99
2001-02-01,218.0,34309.69,5.54,73.45,0.0,-5.04,-9.35,291.4
2001-02-02,204.0,34559.99,1.75,215.22,0.0,-3.23,-14.16,200.46
2001-02-03,191.0,34565.07,3.45,162.85,0.0,-3.27,-13.7,205.79
2001-02-04,187.0,34905.6,0.0,286.88,0.0,-6.71,-22.99,82.37
2001-02-05,183.0,34905.6,0.0,294.11,0.0,-6.1,-22.67,101.07
2001-02-06,181.0,35250.53,24.28,134.78,0.0,-4.11,-11.97,248.75
2001-02-07,185.0,35251.18,0.03,118.21,0.0,-2.44,-7.25,355.99
2001-02-08,191.0,35587.64,0.0,206.09,0.0,-2.78,-11.64,243.83
2001-02-09,191.0,35596.84,0.0,304.67,0.0,-3.04,-18.27,147.3
2001-02-10,209.0,35891.94,8.38,247.84,0.0,4.39,-14.16,201.95
2001-02-11,230.0,35942.39,0.0,361.74,0.0,6.6,-19.67,132.31
2001-02-12,238.0,36170.77,0.0,201.89,0.0,-13.88,-22.16,107.39
2001-02-13,225.0,36288.03,0.0,315.59,0.0,-6.88,-21.73,109.64
2001-02-14,211.0,36516.33,0.0,336.24,0.0,-2.34,-19.09,139.37
2001-02-15,204.0,36633.59,7.12,238.81,0.0,-1.94,-16.91,170.49
2001-02-16,199.0,36861.95,0.0,361.86,0.0,-2.07,-21.63,120.0
2001-02-17,197.0,36979.21,0.0,372.0,0.0,-1.37,-22.23,104.28
2001-02-18,191.0,37274.36,0.0,373.13,0.0,-1.48,-21.66,118.89
2001-02-19,187.0,37324.82,0.0,319.3,0.0,-8.71,-22.85,105.31
2001-02-20,185.0,37661.16,0.0,303.04,0.0,-1.85,-14.84,191.2
2001-02-21,181.0,37670.37,0.0,234.84,0.0,5.01,-4.3,440.25
2001-02-22,179.0,38015.39,0.0,377.3,0.0,-2.75,-21.26,119.66
2001-02-23,175.0,38016.04,1.92,251.72,0.0,-12.23,-21.54,109.71
2001-02-24,171.0,38361.58,1.09,307.1,0.0,-4.33,-16.26,163.37
2001-02-25,173.0,38361.58,0.0,318.59,0.0,-7.63,-20.12,120.0
2001-02-26,183.0,38707.21,8.8,273.53,0.0,-1.32,-16.38,175.38
2001-02-27,191.0,38707.21,0.0,354.52,0.0,1.79,-12.32,240.0
2001-02-28,179.0,39052.75,0.0,389.33,0.0,-3.1,-19.38,120.76
2001-03-01,169.0,39052.75,0.0,382.81,0.0,-9.87,-25.13,78.37
2001-03-02,162.0,39398.43,0.0,378.83,0.0,-12.31,-27.26,78.17
2001-03-03,157.0,39431.55,0.19,409.96,0.0,-9.63,-26.97,75.81
2001-03-04,150.0,39744.03,0.0,432.44,0.0,-6.17,-25.94,79.96
2001-03-05,150.0,40039.16,0.0,450.3,0.0,-1.2,-24.18,92.77
2001-03-06,152.0,40089.61,5.12,207.37,0.0,-2.34,-11.44,259.09
2001-03-07,157.0,40435.2,4.35,118.09,0.0,-2.27,-7.04,360.0
2001-03-08,157.0,40435.2,0.0,443.94,0.0,0.89,-18.41,150.5
2001-03-09,152.0,40780.8,0.0,467.11,0.0,4.13,-18.8,141.63
2001-03-10,150.0,40780.8,3.85,193.56,0.0,1.75,-6.42,381.8
2001-03-11,149.0,41126.41,0.59,215.18,0.0,2.24,-4.89,428.28
2001-03-12,144.0,41126.41,1.69,362.93,0.0,1.83,-12.76,232.24
2001-03-13,144.0,41472.0,4.76,281.26,0.0,-0.52,-12.6,235.63
2001-03-14,149.0,41808.4,14.29,177.52,0.0,-1.58,-8.68,318.16
2001-03-15,152.0,41817.61,0.18,217.11,0.0,2.34,-4.12,452.22
2001-03-16,155.0,42163.18,0.0,351.05,0.0,2.08,-8.72,320.25
2001-03-17,161.0,42163.18,0.0,400.59,0.0,1.56,-11.12,260.74
2001-03-18,170.0,42508.8,0.0,442.75,0.0,5.58,-9.33,305.5
2001-03-19,186.0,42508.8,0.0,325.57,0.0,3.52,-5.62,409.54
2001-03-20,221.0,42854.38,0.0,383.03,0.0,5.54,-5.53,410.24
2001-03-21,278.0,42854.38,0.0,509.4,0.0,9.86,-8.56,320.31
2001-03-22,377.0,43199.99,0.63,454.86,0.0,7.67,-7.33,358.65
2001-03-23,528.0,43545.62,33.86,156.41,0.0,2.55,-2.77,498.72
2001-03-24,636.0,43545.62,3.21,130.3,0.0,0.37,-3.13,487.81
2001-03-25,583.0,43891.22,0.0,384.15,0.0,2.63,-7.43,346.24
2001-03-26,479.0,43891.22,0.0,522.63,0.0,-0.65,-17.35,161.75
2001-03-27,411.0,44236.77,0.0,520.63,0.0,0.49,-16.31,176.16
2001-03-28,381.0,44236.77,0.0,383.06,0.0,-1.9,-11.63,255.9
2001-03-29,369.0,44582.39,0.0,493.49,0.0,1.21,-12.98,228.84
2001-03-30,369.0,44591.59,0.0,501.66,0.0,3.93,-10.94,270.22
2001-03-31,398.0,44928.0,29.14,190.13,0.0,0.33,-5.51,410.28
2001-04-01,429.0,45273.58,0.0,209.14,0.0,-0.78,-5.3,414.54
2001-04-02,393.0,45273.58,0.0,207.95,0.0,-1.17,-5.43,410.1
2001-04-03,377.0,45619.2,0.0,349.59,0.0,1.16,-6.24,388.46
2001-04-04,373.0,45619.2,0.0,419.3,0.0,2.78,-6.16,388.28
2001-04-05,425.0,45964.78,0.0,564.82,0.0,8.42,-7.01,364.84
2001-04-06,552.0,45964.78,0.0,570.07,0.0,8.0,-8.05,333.24
2001-04-07,709.0,46310.4,0.0,565.61,0.0,7.23,-7.99,340.44
2001-04-08,892.0,46319.61,0.0,522.34,0.0,7.56,-4.96,425.82
2001-04-09,1020.0,46655.98,1.86,185.15,0.0,1.22,-2.16,525.35
2001-04-10,1290.0,46968.5,0.0,336.84,0.0,7.31,0.59,640.0
2001-04-11,1880.0,47001.61,0.0,569.99,0.0,8.25,-6.28,379.42
2001-04-12,2610.0,47347.21,0.0,615.68,0.0,13.27,-5.83,386.27
2001-04-13,2960.0,47347.21,13.61,218.88,0.0,4.32,-1.29,559.97
2001-04-14,2930.0,47692.81,5.12,383.06,0.0,8.04,-2.36,518.51
2001-04-15,2480.0,47692.81,0.0,377.57,0.0,4.22,-3.31,478.83
2001-04-16,2300.0,48038.43,0.0,546.92,0.0,8.17,-4.58,438.55
2001-04-17,2560.0,48038.43,0.0,579.74,0.0,9.73,-4.66,433.42
2001-04-18,2620.0,48383.99,0.0,571.84,0.0,9.52,-4.47,439.95
2001-04-19,1970.0,48384.63,0.0,450.99,0.0,4.22,-4.98,423.12
2001-04-20,1760.0,48729.61,0.0,561.39,0.0,5.43,-7.56,342.47
2001-04-21,2350.0,48738.8,0.0,632.95,0.0,11.23,-6.84,358.88
2001-04-22,4300.0,49075.17,0.0,634.05,0.0,16.11,-3.2,454.32
2001-04-23,6830.0,49125.64,0.0,601.64,0.0,17.86,0.65,596.36
2001-04-24,7270.0,49420.8,0.0,608.72,0.0,19.29,1.29,617.88
2001-04-25,7590.0,49538.05,1.58,624.54,0.0,24.08,0.57,560.18
2001-04-26,4210.0,49766.37,0.0,573.81,0.0,9.29,-5.44,405.7
2001-04-27,3170.0,49883.64,0.0,623.5,0.0,13.52,-5.04,404.03
2001-04-28,2890.0,50112.02,0.0,606.24,0.0,15.09,-2.29,491.71
2001-04-29,2320.0,50229.28,0.0,473.24,0.0,8.28,-2.93,485.75
2001-04-30,2020.0,50457.61,0.0,520.16,0.0,11.1,-1.69,539.49
2001-05-01,2250.0,50508.05,0.0,492.24,0.0,14.64,2.34,711.17
2001-05-02,3030.0,50803.2,0.0,630.75,0.0,24.63,2.7,621.17
2001-05-03,3250.0,50812.41,0.0,635.92,0.0,28.85,4.44,669.09
2001-05-04,2870.0,51148.82,0.0,587.27,0.0,29.19,8.97,941.45
2001-05-05,2070.0,51149.46,0.88,527.9,0.0,23.05,7.44,908.72
2001-05-06,1450.0,51494.41,0.0,509.27,0.0,11.37,-2.4,503.3
2001-05-07,1110.0,51494.41,0.0,588.2,0.0,15.66,-2.57,453.12
2001-05-08,940.0,51834.94,0.0,634.06,0.0,21.07,-1.67,412.25
2001-05-09,790.0,51840.02,0.0,634.65,0.0,24.3,0.09,451.19
2001-05-10,770.0,52028.15,0.0,606.39,0.0,23.73,1.94,531.84
2001-05-11,750.0,52185.6,0.0,574.56,0.0,24.67,4.89,663.37
2001-05-12,647.0,52236.07,0.0,578.01,0.0,27.43,6.71,715.14
2001-05-13,912.0,52531.21,8.87,406.4,0.0,24.11,5.39,799.41
2001-05-14,670.0,52531.21,0.0,429.09,0.0,13.02,0.19,586.24
2001-05-15,519.0,52843.69,0.57,445.09,0.0,15.98,1.77,661.41
2001-05-16,568.0,52876.79,6.88,175.55,0.0,10.66,4.22,832.08
2001-05-17,613.0,52927.26,0.0,203.01,0.0,10.41,5.0,880.24
2001-05-18,508.0,53222.38,0.0,423.96,0.0,15.34,2.7,701.01
2001-05-19,732.0,53222.38,14.23,291.69,0.0,16.59,5.01,879.56
2001-05-20,1020.0,53410.52,4.66,273.19,0.0,12.73,2.0,710.98
2001-05-21,715.0,53568.0,0.0,530.12,0.0,21.57,3.55,684.42
2001-05-22,564.0,53568.0,0.0,505.87,0.0,21.35,4.56,746.98
2001-05-23,483.0,53756.18,0.0,478.98,0.0,20.51,4.9,788.66
2001-05-24,418.0,53913.64,0.0,503.1,0.0,20.89,3.96,721.01
2001-05-25,359.0,53913.64,0.0,527.28,0.0,22.37,3.84,688.25
2001-05-26,318.0,54101.75,0.0,513.87,0.0,22.53,4.56,727.96
2001-05-27,291.0,54259.19,5.75,343.76,0.0,22.92,7.51,1032.65
2001-05-28,375.0,54259.19,13.91,147.48,0.0,14.52,8.92,1153.9
2001-05-29,961.0,54309.67,11.32,205.76,0.0,16.05,8.5,1120.12
2001-05-30,719.0,54571.76,0.5,383.67,0.0,18.3,6.33,947.22
2001-05-31,513.0,54604.85,0.0,329.99,0.0,11.71,2.32,728.48
2001-06-01,409.0,54604.85,0.0,312.61,0.0,12.5,3.51,796.95
2001-06-02,420.0,54655.29,15.0,355.28,0.0,20.15,5.03,884.02
2001-06-03,2340.0,54855.09,34.33,79.3,0.0,9.77,7.52,1045.13
2001-06-04,3260.0,54950.4,14.99,192.49,0.0,14.17,7.53,1056.55
2001-06-05,2380.0,54950.4,3.84,180.48,0.0,16.53,10.36,1269.02
2001-06-06,1500.0,54951.04,0.0,279.74,0.0,18.0,10.65,1292.2
2001-06-07,844.0,55067.66,0.0,364.51,0.0,17.96,8.05,1084.16
2001-06-08,821.0,55200.73,0.0,531.78,0.0,22.41,4.96,862.13
2001-06-09,468.0,55290.93,0.0,534.36,0.0,22.62,4.99,854.25
2001-06-10,400.0,55296.02,0.79,478.66,0.0,22.23,8.22,1091.95
2001-06-11,401.0,55296.02,0.87,466.5,0.0,23.12,8.19,1089.57
2001-06-12,385.0,55296.02,8.63,335.19,0.0,23.34,10.78,1302.1
2001-06-13,439.0,55305.22,0.2,258.98,0.0,18.14,11.8,1384.08
2001-06-14,361.0,55346.46,0.0,479.8,0.0,27.07,12.42,1397.24
2001-06-15,298.0,55413.27,0.0,488.91,0.0,29.91,13.71,1506.15
2001-06-16,244.0,55484.16,0.0,489.66,0.0,32.9,15.35,1644.49
2001-06-17,241.0,55546.3,0.0,434.66,0.0,30.6,16.6,1866.71
2001-06-18,397.0,55546.3,16.74,305.9,0.0,24.1,12.39,1441.49
2001-06-19,299.0,55608.45,0.0,459.64,0.0,23.59,9.47,1186.96
2001-06-20,239.0,55608.45,0.0,501.67,0.0,29.21,11.23,1307.29
2001-06-21,204.0,55608.45,0.0,495.67,0.0,25.22,8.84,1135.74
2001-06-22,188.0,55608.45,0.0,450.19,0.0,24.08,10.27,1240.76
2001-06-23,185.0,55608.45,0.0,283.47,0.0,20.61,13.35,1544.78
2001-06-24,267.0,55608.45,11.22,187.09,0.0,23.49,17.14,1947.73
2001-06-25,351.0,55546.3,17.28,292.98,0.0,23.81,13.35,1547.49
2001-06-26,264.0,55484.16,0.0,481.58,0.0,28.64,13.32,1485.54
2001-06-27,207.0,55413.27,0.0,462.7,0.0,30.13,15.22,1692.7
2001-06-28,178.0,55346.46,0.0,432.84,0.0,30.31,16.68,1879.95
2001-06-29,158.0,55305.22,0.0,485.6,0.0,22.59,7.53,1036.72
2001-06-30,149.0,55296.67,0.0,446.38,0.0,21.77,8.77,1125.68
2001-07-01,147.0,55296.02,9.92,300.76,0.0,29.79,17.33,1976.17
2001-07-02,151.0,55296.02,8.17,388.19,0.0,25.45,6.94,1008.14
2001-07-03,140.0,55296.02,0.0,409.05,0.0,18.17,6.61,984.29
2001-07-04,136.0,55262.94,0.0,414.78,0.0,20.39,8.28,1111.68
2001-07-05,137.0,55138.57,6.69,307.32,0.0,23.9,11.25,1351.9
2001-07-06,148.0,54959.6,0.01,424.87,0.0,23.98,10.65,1291.67
2001-07-07,134.0,54950.4,0.0,362.54,0.0,19.24,8.68,1134.06
2001-07-08,125.0,54950.4,2.2,368.96,0.0,23.48,11.81,1388.68
2001-07-09,126.0,54945.33,5.63,238.53,0.0,21.55,12.69,1473.11
2001-07-10,225.0,54792.97,10.98,296.68,0.0,25.28,13.31,1529.02
2001-07-11,392.0,54614.05,13.72,285.5,0.0,22.58,11.57,1366.84
2001-07-12,316.0,54604.85,10.13,222.76,0.0,18.75,10.81,1304.68
2001-07-13,242.0,54604.85,4.42,269.75,0.0,20.04,11.49,1359.37
2001-07-14,183.0,54447.39,1.31,295.14,0.0,19.79,11.76,1381.03
2001-07-15,167.0,54259.84,2.36,273.58,0.0,20.64,12.51,1440.5
2001-07-16,168.0,54259.19,4.7,258.78,0.0,21.78,12.77,1473.63
2001-07-17,232.0,54226.06,7.55,287.56,0.0,22.0,11.53,1366.33
2001-07-18,422.0,53922.84,13.66,239.77,0.0,19.21,11.13,1330.24
2001-07-19,294.0,53913.64,0.86,418.16,0.0,21.2,9.31,1186.42
2001-07-20,209.0,53908.55,0.0,500.28,0.0,25.77,9.12,1172.53
2001-07-21,167.0,53618.48,0.0,503.47,0.0,28.11,10.36,1270.12
2001-07-22,146.0,53568.0,0.0,483.3,0.0,28.25,11.96,1404.56
2001-07-23,132.0,53562.93,0.0,397.23,0.0,27.05,15.32,1741.27
2001-07-24,126.0,53231.59,0.0,406.61,0.0,30.43,17.43,2009.49
2001-07-25,176.0,53222.38,13.11,328.55,0.0,30.58,15.86,1800.38
2001-07-26,152.0,53127.1,0.0,453.83,0.0,26.41,11.87,1389.4
2001-07-27,116.0,52876.79,0.0,428.37,0.0,19.54,7.21,1016.73
2001-07-28,86.0,52876.79,0.0,459.46,0.0,19.49,5.57,906.6
2001-07-29,79.0,52581.65,0.0,469.7,0.0,21.66,6.88,999.47
2001-07-30,76.0,52531.21,0.0,480.84,0.0,25.24,9.04,1162.9
2001-07-31,73.0,52498.07,0.0,475.69,0.0,26.27,9.95,1238.12
2001-08-01,73.0,52185.6,0.06,473.8,0.0,26.96,10.61,1289.12
2001-08-02,71.0,52185.6,0.0,481.78,0.0,28.53,10.93,1314.72
2001-08-03,66.0,51840.66,0.0,461.72,0.0,30.68,13.52,1564.13
2001-08-04,60.0,51840.02,0.0,421.83,0.0,29.2,14.98,1703.59
2001-08-05,57.0,51611.68,0.0,423.24,0.0,28.08,13.9,1593.53
2001-08-06,55.0,51494.41,0.0,435.33,0.0,29.12,13.87,1594.64
2001-08-07,54.0,51399.12,0.0,439.0,0.0,31.67,15.27,1745.07
2001-08-08,51.0,51148.82,0.0,441.32,0.0,30.04,13.77,1582.0
2001-08-09,54.0,51115.67,4.7,315.55,0.0,29.54,14.34,1650.24
2001-08-10,58.0,50803.2,2.41,346.32,0.0,31.63,17.7,2023.18
2001-08-11,57.0,50798.11,3.33,384.97,0.0,28.61,10.07,1246.33
2001-08-12,51.0,50457.61,0.0,430.26,0.0,25.47,9.67,1218.03
2001-08-13,48.0,50457.61,0.0,391.71,0.0,25.49,11.59,1378.22
2001-08-14,47.0,50112.02,0.0,428.03,0.0,27.22,10.82,1305.66
2001-08-15,45.0,50112.02,0.0,446.58,0.0,24.6,7.23,1026.2
2001-08-16,43.0,49766.37,0.0,456.51,0.0,26.21,7.44,1042.9
2001-08-17,42.0,49766.37,0.0,436.68,0.0,27.83,9.52,1208.08
2001-08-18,44.0,49420.8,6.39,193.2,0.0,22.18,13.74,1581.75
2001-08-19,48.0,49420.8,0.0,291.52,0.0,23.7,13.49,1545.78
2001-08-20,51.0,49075.17,0.0,361.19,0.0,27.03,13.56,1551.18
2001-08-21,53.0,49075.17,8.7,198.79,0.0,22.96,13.98,1604.3
2001-08-22,71.0,48729.61,6.81,201.37,0.0,23.84,14.64,1669.47
2001-08-23,70.0,48729.61,0.0,363.69,0.0,25.09,11.72,1377.48
2001-08-24,61.0,48383.99,0.0,388.57,0.0,27.01,12.06,1405.19
2001-08-25,51.0,48378.89,0.0,445.92,0.0,21.68,3.63,791.51
2001-08-26,46.0,48038.43,0.0,440.55,0.0,22.43,4.38,840.27
2001-08-27,46.0,47881.02,5.33,317.48,0.0,24.62,8.51,1131.52
2001-08-28,48.0,47692.81,4.74,241.85,0.0,21.99,10.29,1263.51
2001-08-29,54.0,47397.64,8.36,284.86,0.0,25.61,10.66,1292.6
2001-08-30,50.0,47347.21,0.0,387.57,0.0,19.02,4.35,839.27
2001-08-31,47.0,47001.61,0.0,403.38,0.0,21.97,5.99,944.4
2001-09-01,54.0,47001.61,16.74,272.56,0.0,26.35,12.02,1401.28
2001-09-02,70.0,46655.98,0.0,383.08,0.0,18.32,3.88,805.1
2001-09-03,68.0,46655.98,0.0,383.81,0.0,18.19,3.54,786.95
2001-09-04,57.0,46310.4,0.0,421.78,0.0,23.48,5.16,891.59
2001-09-05,58.0,46310.4,5.51,260.48,0.0,23.04,9.75,1219.79
2001-09-06,68.0,45964.78,0.0,377.17,0.0,18.06,3.35,779.33
2001-09-07,58.0,45931.68,0.0,424.46,0.0,22.1,3.4,792.95
2001-09-08,51.0,45619.2,0.0,384.56,0.0,27.11,10.22,1257.95
2001-09-09,47.0,45273.58,0.0,372.51,0.0,29.12,12.55,1445.95
2001-09-10,44.0,45273.58,0.0,392.26,0.0,30.78,12.01,1411.49
2001-09-11,43.0,44928.0,5.23,293.26,0.0,27.19,11.52,1361.73
2001-09-12,43.0,44928.0,0.0,354.45,0.0,21.24,6.57,965.29
2001-09-13,42.0,44582.39,0.0,362.36,0.0,21.62,6.42,961.1
2001-09-14,41.0,44582.39,0.0,355.69,0.0,20.9,6.15,936.53
2001-09-15,40.0,44236.77,0.0,350.1,0.0,15.16,1.1,652.06
2001-09-16,39.0,44236.77,0.0,367.34,0.0,16.08,0.87,651.6
2001-09-17,38.0,43891.22,0.0,370.65,0.0,19.65,3.28,781.54
2001-09-18,38.0,43545.62,0.0,381.14,0.0,22.84,4.96,877.05
2001-09-19,37.0,43545.62,0.0,362.08,0.0,21.7,5.03,877.33
2001-09-20,37.0,43199.99,0.0,290.77,0.0,18.04,5.88,938.33
2001-09-21,47.0,43199.99,15.35,113.04,0.0,15.09,9.32,1191.07
2001-09-22,81.0,42854.38,6.4,107.54,0.0,18.04,12.47,1455.45
2001-09-23,96.0,42854.38,5.69,210.2,0.0,21.36,9.4,1194.67
2001-09-24,81.0,42508.8,0.0,296.56,0.0,21.01,8.27,1105.61
2001-09-25,71.0,42168.24,9.72,212.13,0.0,20.7,8.5,1129.71
2001-09-26,221.0,42163.18,20.89,94.23,0.0,17.12,12.49,1439.08
2001-09-27,187.0,41817.61,0.0,287.23,0.0,21.01,8.86,1148.91
2001-09-28,112.0,41817.61,0.0,202.06,0.0,15.19,7.48,1038.49
2001-09-29,86.0,41472.0,0.0,272.96,0.0,11.11,0.47,635.8
2001-09-30,73.0,41472.0,0.0,346.65,0.0,13.54,-2.02,532.34
2001-10-01,67.0,41126.41,0.0,368.31,0.0,16.63,-1.87,534.09
2001-10-02,62.0,41126.41,0.0,370.38,0.0,20.06,-0.25,604.67
2001-10-03,58.0,40780.8,0.0,320.92,0.0,19.36,3.93,802.78
2001-10-04,55.0,40468.26,0.0,342.05,0.0,21.36,3.64,805.3
2001-10-05,53.0,40435.2,0.0,309.8,0.0,25.04,9.28,1182.3
2001-10-06,51.0,40089.61,0.0,296.03,0.0,21.01,6.72,977.25
2001-10-07,51.0,40089.61,4.31,230.3,0.0,16.46,1.66,691.95
2001-10-08,53.0,39744.03,1.94,226.97,0.0,9.59,0.15,614.59
2001-10-09,53.0,39744.03,0.0,227.98,0.0,6.49,-3.01,481.0
2001-10-10,52.0,39398.43,0.0,299.47,0.0,11.49,-2.32,521.73
2001-10-11,51.0,39398.43,0.0,309.32,0.0,18.31,2.41,719.67
2001-10-12,50.0,39052.75,0.0,339.54,0.0,23.14,1.83,703.33
2001-10-13,49.0,39002.29,0.0,253.64,0.0,19.97,7.83,1066.55
2001-10-14,48.0,38707.21,0.0,212.63,0.0,18.41,8.72,1137.56
2001-10-15,51.0,38519.06,3.98,147.83,0.0,17.41,8.65,1131.98
2001-10-16,54.0,38361.58,4.61,188.92,0.0,13.55,1.69,696.28
2001-10-17,73.0,38049.09,10.37,212.67,0.0,16.06,1.35,681.95
2001-10-18,95.0,38016.04,1.0,257.06,0.0,13.01,0.89,652.03
2001-10-19,85.0,37670.37,0.0,206.19,0.0,6.24,-2.64,505.49
2001-10-20,73.0,37670.37,0.0,284.13,0.0,13.15,-1.6,547.66
2001-10-21,67.0,37324.82,0.5,251.59,0.0,12.75,-0.46,593.99
2001-10-22,70.0,37324.82,7.96,209.18,0.0,17.3,1.3,664.28
2001-10-23,86.0,36979.21,0.0,267.92,0.0,11.36,-3.25,485.48
2001-10-24,93.0,36979.21,3.4,201.98,0.0,11.65,-3.17,491.33
2001-10-25,107.0,36633.59,2.5,155.64,0.0,17.88,8.9,1152.2
2001-10-26,112.0,36633.59,3.52,191.83,0.0,14.61,-0.39,594.61
2001-10-27,113.0,36288.03,0.0,227.04,0.0,10.92,-1.38,551.58
2001-10-28,94.0,36288.03,0.68,166.53,0.0,7.08,-1.33,561.03
2001-10-29,81.0,35942.39,0.0,176.21,0.0,3.68,-5.43,408.2
2001-10-30,74.0,35942.39,0.0,229.26,0.0,8.52,-4.42,442.17
2001-10-31,70.0,35601.92,0.0,191.02,0.0,4.28,-5.71,401.49
2001-11-01,73.0,35596.84,5.34,157.32,0.0,5.74,-5.01,427.46
2001-11-02,78.0,35284.34,0.0,157.13,0.0,7.06,-0.49,595.05
2001-11-03,86.0,35251.18,0.04,224.68,0.0,17.55,4.43,842.72
2001-11-04,84.0,35063.02,0.0,219.86,0.0,15.07,2.26,723.83
2001-11-05,81.0,34905.6,2.45,130.82,0.0,7.89,0.64,643.14
2001-11-06,90.0,34788.34,3.65,60.08,0.0,4.44,0.95,662.1
2001-11-07,103.0,34559.99,0.0,119.79,0.0,6.14,0.37,631.52
